,Name,Gender,Birthdate,Genres
802,Ryan Coogler,Male,1986-05-23,"['Adventure', 'Drama', 'Action', 'Science Fiction']"
803,Mike Flanagan,Male,1978-05-20,"['Horror', 'Drama', 'Mystery', 'Thriller']"
804,Makoto Shinkai,Male,1973-02-09,"['Fantasy', 'Family', 'Romance', 'Adventure', 'Drama', 'Animation']"
805,Michael Dowse,Male,1973-04-19,"['Drama', 'Comedy', 'Romance']"
806,Andy Muschietti,Male,1973-08-26,"['Horror', 'Action', 'Adventure', 'Science Fiction']"
807,Jordan Vogt-Roberts,Male,1984-09-22,"['Fantasy', 'Comedy', 'Adventure', 'Drama', 'Action']"
808,John Lee Hancock,Male,1956-12-15,"['Comedy', 'Crime', 'Drama', 'Thriller', 'History']"
809,Jeremy Saulnier,Male,1976-06-09,"['Crime', 'Thriller', 'Horror']"
810,Cody Cameron,Male,1965-02-28,"['Animation', 'Family', 'Comedy']"
811,Kris Pearn,Male,,"['Animation', 'Family', 'Comedy']"
812,David Soren,Male,1973-04-19,"['Animation', 'Family']"
813,Gavin Hood,Male,1963-05-12,"['Adventure', 'Action', 'Science Fiction']"
814,Jeffrey Hornaday,Male,1956-05-03,"['Music', 'Comedy', 'Family', 'TV Movie']"
815,Carl Tibbetts,Male,,"['Drama', 'Thriller', 'Science Fiction', 'TV Movie']"
816,Antoine Fuqua,Male,1966-01-19,"['Adventure', 'Action', 'Drama', 'Crime', 'Thriller', 'Western']"
817,Brian Percival,Male,1962-01-01,['Drama']
818,Gabriela Cowperthwaite,Female,1971-01-01,['Documentary']
819,Ruben Fleischer,Male,1974-10-31,"['Comedy', 'Horror', 'Crime', 'Action', 'Drama', 'Adventure', 'Thriller', 'Science Fiction']"
820,Owen Harris,Male,,"['Drama', 'Thriller', 'Science Fiction', 'TV Movie']"
821,Jon S. Baird,Male,1972-01-01,"['Comedy', 'Crime', 'Drama', 'Thriller', 'History']"
822,Sean Penn,Male,1960-08-17,"['Adventure', 'Drama']"
823,Simon J. Smith,Male,1968-09-16,"['Animation', 'Adventure', 'Comedy', 'Family']"
824,David Silverman,Male,1957-03-15,"['Animation', 'Comedy', 'Family']"
825,Gábor Csupó,Male,1952-09-29,"['Adventure', 'Drama', 'Family']"
826,Jaume Balagueró,Male,1968-11-02,"['Horror', 'Mystery']"
827,Paco Plaza,Male,1973-08-02,"['Horror', 'Mystery']"
828,Oren Peli,Male,1970-01-21,"['Horror', 'Mystery']"
829,Stephen J. Anderson,Male,1970-06-05,"['Animation', 'Family', 'Comedy']"
830,Vincent Paronnaud,Male,1970-01-01,"['Drama', 'Animation']"
831,Marjane Satrapi,Female,1969-11-22,"['Drama', 'Animation']"
832,Ash Brannon,Male,1969-07-19,"['Animation', 'Comedy', 'Family']"
833,Michael Dougherty,Male,1974-10-28,"['Fantasy', 'Comedy', 'Horror', 'Action', 'Science Fiction']"
834,Mikael Håfström,Male,1960-07-01,"['Horror', 'Mystery', 'Thriller']"
835,Mark Steven Johnson,Male,1964-10-30,"['Action', 'Fantasy', 'Thriller']"
836,Juan Carlos Fresnadillo,Male,1967-12-05,"['Horror', 'Thriller', 'Science Fiction']"
837,D. J. Caruso,Male,1965-01-17,"['Drama', 'Mystery', 'Thriller']"
838,Josh Gordon,Male,,['Comedy']
839,Will Speck,Male,1969-12-31,['Comedy']
840,Céline Sciamma,Female,1978-11-12,"['Drama', 'Fantasy', 'Romance']"
841,Steve Bendelack,Male,,"['Comedy', 'Family']"
842,Richard Schenkman,Male,1958-03-06,"['Drama', 'Science Fiction']"
843,Cristian Mungiu,Male,1968-04-27,['Drama']
844,Anton Corbijn,Male,1955-05-20,['Drama']
845,Paul Soter,Male,1969-08-16,"['Comedy', 'Romance']"
846,José Padilha,Male,1967-08-01,"['Crime', 'Drama', 'Action', 'Science Fiction']"
847,Russell Mulcahy,Male,1953-06-23,"['Fantasy', 'Horror', 'Adventure', 'Action', 'Drama', 'Crime', 'Thriller', 'Science Fiction']"
848,Alexandre Bustillo,Male,1975-08-10,['Horror']
849,Julien Maury,Male,1978-01-01,['Horror']
850,Julian Schnabel,Male,1951-10-26,"['Drama', 'History']"
851,Marc Lawrence,Male,1959-10-22,"['Music', 'Comedy', 'Romance']"
852,Brian Robbins,Male,1963-11-22,"['Comedy', 'Family']"
853,Nacho Vigalondo,Male,1977-04-06,"['Drama', 'Fantasy', 'Thriller', 'Science Fiction']"
854,Mitchell Lichtenstein,Male,1956-03-10,"['Horror', 'Comedy']"
855,Olivier Dahan,Male,1967-06-26,"['Music', 'Drama']"
856,Colin Strause,Male,1976-11-08,"['Fantasy', 'Horror', 'Action', 'Thriller', 'Science Fiction']"
857,Greg Strause,Male,1975-01-16,"['Fantasy', 'Horror', 'Action', 'Thriller', 'Science Fiction']"
858,Tommy Wiseau,Male,1955-10-03,"['Drama', 'Romance']"
859,Aaron Blaise,Male,1968-02-17,"['Adventure', 'Animation', 'Family']"
860,Robert Walker,Male,1961-01-14,"['Adventure', 'Animation', 'Family']"
861,Bernardo Bertolucci,Male,1941-03-16,"['Adventure', 'Drama', 'Romance', 'History']"
862,Andrew Davis,Male,1946-11-21,"['Comedy', 'Family', 'Adventure', 'Drama', 'Action', 'Thriller', 'Science Fiction']"
863,Bo Welch,Male,1951-11-30,"['Adventure', 'Fantasy', 'Comedy', 'Family']"
864,Boaz Yakin,Male,1966-06-20,"['Drama', 'Comedy']"
865,Patty Jenkins,Female,1971-07-24,"['Fantasy', 'Crime', 'Drama', 'Action', 'Adventure']"
866,Wolfgang Becker,Male,1954-06-22,"['Drama', 'Comedy']"
867,Jonathan Mostow,Male,1961-11-28,"['Crime', 'Drama', 'Action', 'Mystery', 'Thriller', 'Science Fiction']"
868,Marcus Nispel,Male,1963-05-26,['Horror']
869,P.J. Hogan,Male,1962-11-30,"['Fantasy', 'Comedy', 'Family', 'Romance', 'Adventure', 'Drama']"
870,Charles Herman-Wurmfeld,Male,1966-07-05,"['Comedy', 'Romance']"
871,Jim Fall,Male,1962-12-13,"['Comedy', 'Family']"
872,Terry Zwigoff,Male,1949-05-18,"['Crime', 'Drama', 'Comedy', 'Documentary']"
873,Rob Schmidt,Male,1965-09-25,"['Horror', 'Thriller']"
874,Dennie Gordon,Female,1953-05-09,"['Drama', 'Family', 'Comedy', 'Romance']"
875,Steve Carr,Male,1965-04-07,"['Adventure', 'Action', 'Comedy', 'Family']"
876,Jesse Dylan,Male,1966-01-06,"['Comedy', 'Romance']"
877,Koji Morimoto,Male,1959-12-26,"['Fantasy', 'Animation', 'Science Fiction']"
878,Peter Chung,Male,1961-04-19,"['Animation', 'Science Fiction']"
879,Andrew R. Jones,Male,,"['Animation', 'Science Fiction']"
880,Yoshiaki Kawajiri,Male,1950-11-18,"['Fantasy', 'Horror', 'Adventure', 'Action', 'Animation', 'Science Fiction']"
881,Takeshi Koike,Male,1968-01-26,"['Action', 'Animation', 'Science Fiction']"
882,Mahiro Maeda,Male,1963-03-14,"['Animation', 'Science Fiction']"
883,Owen Hurley,Male,,"['Animation', 'Family']"
884,Patrick Gilmore,Male,,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Action', 'Animation']"
885,Audrey Wells,Female,1960-04-29,"['Comedy', 'Romance']"
886,Peter Webber,Male,,"['Drama', 'Romance']"
887,Héctor Babenco,Male,1946-02-07,"['Crime', 'Drama']"
888,Andrey Zvyagintsev,Male,1964-02-06,"['Crime', 'Drama']"
889,Mathieu Kassovitz,Male,1967-08-03,"['Horror', 'Drama', 'Mystery', 'Thriller']"
890,Kazuhisa Takenouchi,Male,,"['Adventure', 'Music', 'Animation', 'Science Fiction']"
891,Daisuke Nishio,Male,1959-04-01,"['Adventure', 'Music', 'Animation', 'Science Fiction']"
892,Bernard Deyriès,Male,,"['Adventure', 'Music', 'Animation', 'Science Fiction']"
893,Hirotoshi Rissen,Male,,"['Adventure', 'Music', 'Animation', 'Science Fiction']"
894,Victor Salva,Male,1958-03-29,"['Horror', 'Drama', 'Mystery', 'Thriller']"
895,Billy Ray,Male,1971-09-21,"['Drama', 'History']"
896,Shari Springer Berman,Female,1963-07-13,"['Drama', 'Comedy']"
897,Robert Pulcini,Male,1964-08-24,"['Drama', 'Comedy']"
898,Oz Scott,Male,1949-09-16,"['Comedy', 'Family', 'Music', 'Drama', 'TV Movie']"
899,Fenton Bailey,Male,,"['Crime', 'Drama', 'Comedy']"
900,Randy Barbato,Male,,"['Crime', 'Drama', 'Comedy']"
901,David McNally,Male,,"['Comedy', 'Family', 'Romance', 'Music', 'Crime', 'Action', 'Adventure', 'Drama']"
902,Marco Tullio Giordana,Male,1950-10-01,"['Drama', 'Romance', 'History']"
903,Jon Amiel,Male,1948-05-20,"['Adventure', 'Action', 'Crime', 'Mystery', 'Thriller', 'Science Fiction']"
904,Jordan Peele,Male,1979-02-21,"['Horror', 'Mystery', 'Thriller', 'Science Fiction']"
905,Greta Gerwig,Female,1983-08-04,"['Adventure', 'Drama', 'Comedy', 'Romance']"
906,Luca Guadagnino,Male,1971-08-10,"['Horror', 'Drama', 'Mystery', 'Romance']"
907,Jon Watts,Male,1981-06-28,"['Adventure', 'Action', 'Drama', 'Science Fiction']"
908,Sean Baker,Male,1971-02-26,"['Drama', 'Comedy']"
909,Yorgos Lanthimos,Male,1973-09-23,"['Comedy', 'Romance', 'Drama', 'Mystery', 'Thriller', 'Science Fiction']"
910,Josh Safdie,Male,1984-04-03,"['Crime', 'Drama', 'Thriller']"
911,Benny Safdie,Male,1986-02-24,"['Crime', 'Drama', 'Thriller']"
912,Chad Stahelski,Male,1968-09-20,"['Crime', 'Action', 'Thriller']"
913,Michael Gracey,Male,,['Drama']
914,Chris McKay,Male,1973-11-11,"['Fantasy', 'Comedy', 'Family', 'Horror', 'Adventure', 'Action', 'Animation', 'Science Fiction']"
915,David Lowery,Male,1980-12-26,"['Adventure', 'Drama', 'Fantasy']"
916,Paul King,Male,1960-11-20,"['Adventure', 'Fantasy', 'Comedy', 'Family']"
917,James Franco,Male,1978-04-19,"['Drama', 'Comedy']"
918,Paul Schrader,Male,1946-07-22,"['Horror', 'Crime', 'Drama', 'Mystery', 'Thriller']"
919,Christopher Landon,Male,1975-02-27,"['Comedy', 'Horror', 'Mystery', 'Thriller', 'Science Fiction']"
920,DK Welchman,Female,1978-01-01,"['Drama', 'Mystery', 'Animation', 'History']"
921,Hugh Welchman,Male,1975-01-01,"['Drama', 'Mystery', 'Animation', 'History']"
922,Joachim Rønning,Male,1972-05-30,"['Adventure', 'Action', 'Fantasy', 'Family']"
923,Espen Sandberg,Male,1971-06-17,"['Adventure', 'Action', 'Fantasy']"
924,Taylor Sheridan,Male,1970-05-21,"['Crime', 'Drama', 'Mystery', 'Thriller']"
925,Michael Showalter,Male,1970-06-17,"['Drama', 'Comedy', 'Romance', 'History']"
926,David Leitch,Male,1975-11-16,"['Adventure', 'Action', 'Thriller', 'Comedy']"
927,Kogonada,Male,,"['Drama', 'Science Fiction']"
928,Brian Fee,Male,1975-01-29,"['Adventure', 'Animation', 'Family', 'Comedy']"
929,Trey Edward Shults,Male,1988-10-06,"['Horror', 'Drama', 'Mystery', 'Romance']"
930,Cory Finley,Male,,"['Drama', 'Thriller']"
931,Armando Iannucci,Male,1963-11-28,"['Drama', 'Comedy', 'History']"
932,Aaron Sorkin,Male,1961-06-09,"['Crime', 'Drama', 'History']"
933,Daniel Espinosa,Male,1977-03-23,"['Fantasy', 'Horror', 'Action', 'Mystery', 'Thriller', 'Science Fiction']"
934,Matt Spicer,Male,1984-06-10,"['Drama', 'Comedy']"
935,Kyle Balda,Male,1971-03-09,"['Comedy', 'Family', 'Adventure', 'Action', 'Animation']"
936,Ruben Östlund,Male,1974-04-13,"['Drama', 'Comedy']"
937,David F. Sandberg,Male,1981-01-21,"['Horror', 'Action', 'Fantasy', 'Comedy']"
938,Shinichiro Ueda,Male,1984-04-07,"['Horror', 'Comedy']"
939,Trish Sie,Female,1976-01-01,"['Music', 'Comedy']"
940,Michael Spierig,Male,1976-04-29,"['Horror', 'Mystery', 'Thriller', 'Science Fiction']"
941,Peter Spierig,Male,1976-04-29,"['Horror', 'Mystery', 'Thriller', 'Science Fiction']"
942,Francis Lee,Male,1969-04-02,"['Drama', 'Romance']"
943,Sebastián Lelio,Male,1974-03-08,"['Drama', 'Mystery', 'Romance']"
944,Patrick Hughes,Male,1978-01-01,"['Action', 'Comedy']"
945,Patrick Brice,Male,1983-04-23,['Horror']
946,Tommy Wirkola,Male,1979-12-06,"['Fantasy', 'Comedy', 'Horror', 'Crime', 'Drama', 'Action', 'Mystery', 'Thriller', 'Science Fiction']"
947,Elijah Bynum,Male,,"['Crime', 'Drama', 'Comedy']"
948,Tony Leondis,Male,1972-03-24,"['Animation', 'Family', 'Comedy']"
949,Alex Kurtzman,Male,1973-09-07,"['Fantasy', 'Horror', 'Adventure', 'Action', 'Thriller']"
950,Sergio G. Sánchez,Male,1973-01-01,"['Horror', 'Drama', 'Mystery', 'Thriller']"
951,Marti Noxon,Female,1964-08-25,['Drama']
952,Jang Hang-jun,Male,1969-09-17,"['Crime', 'Mystery', 'Thriller']"
953,Coralie Fargeat,Female,1976-01-01,"['Horror', 'Action', 'Drama']"
954,Macon Blair,Male,1974-11-14,"['Crime', 'Drama', 'Thriller', 'Comedy']"
955,Damien Chazelle,Male,1985-01-19,"['Comedy', 'Romance', 'Music', 'Drama', 'History']"
956,Tim Miller,Male,1964-10-10,"['Adventure', 'Action', 'Comedy', 'Science Fiction']"
957,Barry Jenkins,Male,1979-11-19,"['Drama', 'Romance']"
958,Anthony Russo,Male,1970-02-03,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
959,Joe Russo,Male,1971-07-18,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
960,Gareth Edwards,Male,1975-06-01,"['Adventure', 'Action', 'Drama', 'Science Fiction']"
961,Yeon Sang-ho,Male,1978-01-01,"['Adventure', 'Action', 'Thriller', 'Horror']"
962,Kenneth Lonergan,Male,1962-10-16,['Drama']
963,Kelly Fremon Craig,Female,1981-01-01,"['Drama', 'Comedy']"
964,Tom Ford,Male,1961-08-27,"['Drama', 'Thriller', 'Romance']"
965,Julia Ducournau,Female,1983-11-18,"['Horror', 'Drama', 'Thriller']"
966,Dan Trachtenberg,Male,1981-05-11,"['Horror', 'Drama', 'Action', 'Thriller', 'Science Fiction']"
967,Daniel Scheinert,Male,1987-06-07,"['Fantasy', 'Comedy', 'Romance', 'Adventure', 'Drama', 'Action', 'Science Fiction']"
968,Daniel Kwan,Male,1988-02-10,"['Fantasy', 'Comedy', 'Romance', 'Adventure', 'Drama', 'Action', 'Science Fiction']"
969,Theodore Melfi,Male,,"['Drama', 'History']"
970,Thea Sharrock,Female,1976-01-01,"['Drama', 'Romance']"
971,Naoko Yamada,Female,1984-11-28,"['Drama', 'Animation']"
972,Matt Ross,Male,1970-01-03,"['Adventure', 'Drama']"
973,Morten Tyldum,Male,1967-05-19,"['Romance', 'War', 'Drama', 'Thriller', 'History', 'Science Fiction']"
974,Greg Tiernan,Male,1965-06-19,"['Adventure', 'Fantasy', 'Animation', 'Comedy']"
975,David Mackenzie,Male,1966-05-10,"['Crime', 'Western', 'Drama']"
976,Garth Davis,Male,1974-01-01,['Drama']
977,Jon M. Chu,Male,1979-11-02,"['Comedy', 'Romance', 'Crime', 'Action', 'Drama', 'Mystery', 'Thriller']"
978,Anna Biller,Female,,"['Horror', 'Comedy', 'Romance']"
979,Travis Knight,Male,1973-09-13,"['Family', 'Adventure', 'Action', 'Animation', 'Science Fiction']"
980,Na Hong-jin,Male,1974-01-01,"['Horror', 'Crime', 'Action', 'Mystery', 'Thriller']"
981,Damien Leone,Male,,"['Horror', 'Thriller']"
982,Alessandro Carloni,,,"['Comedy', 'Family', 'Adventure', 'Action', 'Animation']"
983,Pablo Larraín,Male,1976-08-19,"['Drama', 'History']"
984,Jorma Taccone,Male,1977-03-19,"['Music', 'Comedy']"
985,André Øvredal,Male,1973-05-06,"['Horror', 'Mystery', 'Thriller']"
986,Andrea Arnold,Female,1961-04-05,['Drama']
987,Claude Barras,Male,1973-01-19,"['Comedy', 'Family', 'Romance', 'Drama', 'Animation']"
988,Shinji Higuchi,Male,1965-09-22,"['Horror', 'Action', 'Science Fiction']"
989,Ava DuVernay,Female,1972-08-24,"['Drama', 'Documentary', 'History']"
990,Walt Dohrn,Male,1970-12-05,"['Fantasy', 'Comedy', 'Family', 'Music', 'Adventure', 'Animation']"
991,Denzel Washington,Male,1954-12-28,['Drama']
992,James Gray,Male,1969-04-14,"['Romance', 'Adventure', 'Drama', 'Crime', 'History', 'Science Fiction']"
993,Rob Burnett,,1962-07-08,"['Drama', 'Comedy']"
994,William Brent Bell,Male,1980-09-17,"['Horror', 'Mystery', 'Thriller']"
995,Oriol Paulo,Male,1975-01-01,"['Drama', 'Mystery', 'Thriller']"
996,Paul Verhoeven,Male,1938-07-18,"['Romance', 'Adventure', 'Drama', 'Action', 'Mystery', 'Thriller', 'History', 'Science Fiction']"
997,Michael Dudok de Wit,Male,1953-01-01,"['Drama', 'Fantasy', 'Animation', 'Family']"
998,Justin Kurzel,Male,1974-08-03,"['War', 'Adventure', 'Action', 'Drama', 'Science Fiction']"
999,Raoul Peck,Male,1953-09-09,['Documentary']
1000,Jon Lucas,Male,,['Comedy']
1001,Scott Moore,,,['Comedy']
1002,Curtis Hanson,Male,1945-03-24,"['Comedy', 'Music', 'Adventure', 'Drama', 'Crime', 'Mystery', 'Thriller']"
1003,Hiroyuki Morita,Male,1964-06-26,"['Fantasy', 'Family', 'Adventure', 'Drama', 'Animation']"
1004,Joel Zwick,Male,1942-01-11,"['Drama', 'Comedy', 'Romance']"
1005,Lorna Cook,Female,,"['Comedy', 'Family', 'Adventure', 'Drama', 'Animation', 'Western']"
1006,Stephen Daldry,Male,1961-05-02,"['Music', 'Drama', 'Comedy', 'Romance']"
1007,Steven Shainberg,Male,1963-02-05,"['Drama', 'Comedy', 'Romance']"
1008,Lucky McKee,Male,1975-11-01,"['Horror', 'Drama']"
1009,Kurt Wimmer,Male,1964-03-09,"['Action', 'Thriller', 'Science Fiction']"
1010,Andrew Lau Wai-Keung,Male,1960-04-04,"['Crime', 'Drama', 'Action', 'Mystery', 'Thriller']"
1011,Alan Mak,Male,1965-01-01,"['Crime', 'Drama', 'Action', 'Mystery', 'Thriller']"
1012,Lee Tamahori,Male,1950-04-22,"['Adventure', 'Action', 'Crime', 'Mystery', 'Thriller', 'Drama']"
1013,Tom Brady,Male,1977-03-08,"['Fantasy', 'Comedy']"
1014,Corey Yuen,Male,1951-12-16,"['Crime', 'Action', 'Thriller', 'Comedy']"
1015,Aleksandr Sokurov,Male,1951-06-14,"['Drama', 'Fantasy', 'History']"
1016,Rick Rosenthal,Male,1949-06-15,"['Horror', 'Crime', 'Thriller', 'Drama']"
1017,Steven Brill,Male,1962-05-27,"['Fantasy', 'Comedy', 'Romance', 'Family', 'Horror', 'Mystery']"
1018,Wayne Wang,Male,1949-01-12,"['Comedy', 'Romance', 'Crime', 'Drama', 'Mystery']"
1019,Steve Beck,Male,,"['Horror', 'Mystery', 'Thriller']"
1020,Michael Winterbottom,Male,1961-03-29,"['Music', 'Drama', 'Comedy']"
1021,Kevin Reynolds,Male,1952-01-17,"['Adventure', 'Drama', 'Action', 'History', 'Science Fiction']"
1022,Michael Rymer,Male,1963-03-01,"['Horror', 'Fantasy']"
1023,Patricia Cardoso,Female,,"['Drama', 'Comedy']"
1024,Hiroshi Ando,Male,1965-06-13,"['Drama', 'Romance']"
1025,Rob Cohen,Male,1949-03-12,"['Fantasy', 'Adventure', 'Action', 'Crime', 'Drama', 'Thriller']"
1026,François Ozon,Male,1967-11-15,"['Comedy', 'Romance', 'Drama', 'Mystery', 'Thriller']"
1027,Roger Avary,Male,1965-08-23,"['Drama', 'Comedy', 'Romance']"
1028,Burr Steers,Male,1965-10-08,"['Drama', 'Fantasy', 'Comedy', 'Romance']"
1029,Peter Kosminsky,Male,1956-04-21,['Drama']
1030,Alain Chabat,Male,1958-11-24,"['Adventure', 'Fantasy', 'Comedy', 'Family']"
1031,Adrian Lyne,Male,1941-03-04,"['Romance', 'Horror', 'Drama', 'Mystery', 'Thriller']"
1032,Jonas Åkerlund,Male,1965-11-10,"['Crime', 'Drama', 'Comedy']"
1033,Dan Gilroy,Male,1959-06-24,"['Horror', 'Crime', 'Drama', 'Mystery', 'Thriller']"
1034,Chris Williams,Male,1967-11-02,"['Comedy', 'Family', 'Adventure', 'Action', 'Animation']"
1035,Don Hall,Male,1969-03-08,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Action', 'Animation']"
1036,David Robert Mitchell,Male,1974-01-01,"['Horror', 'Drama', 'Crime', 'Mystery']"
1037,Jemaine Clement,Male,1974-01-10,"['Horror', 'Comedy']"
1038,Jennifer Kent,Female,1969-03-05,"['Horror', 'Drama', 'Thriller']"
1039,Wes Ball,Male,1980-10-28,"['Adventure', 'Action', 'Mystery', 'Thriller', 'Science Fiction']"
1040,James Marsh,Male,1963-04-30,"['Drama', 'Romance', 'Documentary']"
1041,Robert Stromberg,Male,1965-01-01,"['Fantasy', 'Family', 'Romance', 'Adventure', 'Action']"
1042,Christian Ditter,Male,1977-03-09,"['Drama', 'Comedy', 'Romance']"
1043,Nate Cash,Male,1976-03-31,"['Mystery', 'Animation', 'Family', 'Comedy']"
1044,Ana Lily Amirpour,Female,1976-07-25,"['Horror', 'Romance']"
1045,John R. Leonetti,Male,1956-07-04,"['Horror', 'Action', 'Fantasy', 'Science Fiction']"
1046,Damián Szifron,Male,1975-07-09,"['Drama', 'Thriller', 'Comedy']"
1047,Levan Gabriadze,Male,1969-11-16,"['Horror', 'Mystery', 'Thriller']"
1048,Severin Fiala,Male,1985-01-01,"['Horror', 'Drama', 'Mystery', 'Thriller']"
1049,Veronika Franz,Female,1965-01-01,"['Horror', 'Drama', 'Mystery', 'Thriller']"
1050,Lenny Abrahamson,Male,1966-11-30,"['Drama', 'Mystery', 'Comedy', 'Thriller']"
1051,Matthew Warchus,Male,1966-10-24,"['Drama', 'Fantasy', 'Comedy', 'Family']"
1052,Richard Glatzer,Male,1952-01-28,['Drama']
1053,Wash Westmoreland,Male,,['Drama']
1054,Jorge R. Gutierrez,Male,1975-01-25,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Animation']"
1055,Tomm Moore,Male,1977-01-07,"['Adventure', 'Fantasy', 'Animation', 'Family']"
1056,Mike Cahill,Male,1979-07-05,"['Drama', 'Science Fiction']"
1057,Jonathan Liebesman,Male,1976-09-15,"['Adventure', 'Action', 'Comedy', 'Science Fiction']"
1058,Daniel Ribeiro,Male,1982-05-20,"['Drama', 'Romance']"
1059,Angelina Jolie,Female,1975-06-04,"['Drama', 'War']"
1060,Adam Robitel,Male,1978-05-28,"['Horror', 'Mystery', 'Thriller']"
1061,Craig Johnson,Male,,['Drama']
1062,Bill Pohlad,Male,1955-11-30,"['Music', 'Drama', 'History']"
1063,Gillian Robespierre,Female,1978-06-29,"['Comedy', 'Romance']"
1064,Charlie McDowell,Male,1983-07-10,"['Drama', 'Comedy', 'Romance']"
1065,Noam Murro,Male,1961-08-16,"['Drama', 'Action', 'War']"
1066,Mary Harron,Female,1953-01-12,"['Crime', 'Drama', 'Thriller', 'Horror']"
1067,Kinji Fukasaku,Male,1930-07-03,"['Action', 'Thriller', 'Drama']"
1068,Edward Yang,Male,1947-11-06,"['Crime', 'Drama', 'Romance']"
1069,John Fawcett,Male,1968-03-05,"['Horror', 'Fantasy']"
1070,Don Paul,Male,,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Animation']"
1071,Christopher Guest,Male,1948-02-05,"['Music', 'Comedy']"
1072,Ralph Zondag,Male,,"['Adventure', 'Animation', 'Family']"
1073,Eric Leighton,Male,1962-11-06,"['Adventure', 'Animation', 'Family']"
1074,Jonas Mekas,Male,1922-12-24,['Documentary']
1075,Dominic Sena,Male,1949-04-26,"['Crime', 'Action', 'Thriller']"
1076,David Twohy,Male,1955-10-18,"['Action', 'Thriller', 'Science Fiction']"
1077,Fabián Bielinsky,Male,1959-02-03,"['Crime', 'Drama', 'Thriller']"
1078,Roy Andersson,Male,1943-03-31,"['Drama', 'Comedy']"
1079,Jim Kammerud,Male,,"['Adventure', 'Animation', 'Family', 'Comedy']"
1080,Gina Prince-Bythewood,Female,1969-06-10,"['Fantasy', 'Comedy', 'Romance', 'Drama', 'Action', 'History']"
1081,Ralph Eggleston,Male,1965-10-18,"['Animation', 'Comedy', 'Family']"
1082,Douglas McCarthy,Male,,"['Animation', 'Family', 'Comedy']"
1083,Curt Geda,Male,,"['Action', 'Animation', 'Family', 'Science Fiction']"
1084,Lou Ye,Male,1965-03-15,"['Drama', 'Romance']"
1085,Masahiko Otsuka,Male,,"['Animation', 'Drama', 'Comedy', 'Science Fiction']"
1086,Ken Ando,Male,,"['Animation', 'Drama', 'Comedy', 'Science Fiction']"
1087,Shouji Saeki,Male,,"['Animation', 'Comedy']"
1088,Shinji Aoyama,Male,1964-07-13,['Drama']
1089,Jonathan Lynn,Male,1943-04-03,"['Crime', 'Mystery', 'Comedy', 'Thriller']"
1090,Akihiro Higuchi,Male,1969-02-27,"['Horror', 'Fantasy', 'Mystery']"
1091,Matt Williams,Male,,"['Drama', 'Comedy', 'Romance']"
1092,Joe Berlinger,Male,1961-10-30,"['Horror', 'Crime', 'Drama', 'Mystery', 'Thriller', 'Documentary']"
1093,Gary Goldman,Male,1944-11-17,"['Fantasy', 'Family', 'Romance', 'Music', 'Adventure', 'Action', 'Animation', 'Science Fiction']"
1094,Laís Bodanzky,Female,1969-09-23,['Drama']
1095,David Gordon Green,Male,1975-04-09,"['Comedy', 'Horror', 'Crime', 'Drama', 'Action', 'Thriller']"
1096,Geoffrey Wright,Male,1959-01-31,"['Horror', 'Drama', 'Action', 'Mystery', 'Thriller']"
1097,Pete Docter,Male,1968-10-09,"['Fantasy', 'Comedy', 'Family', 'Adventure', 'Drama', 'Animation']"
1098,Jean-Pierre Jeunet,Male,1953-09-03,"['Fantasy', 'Comedy', 'Romance', 'Horror', 'Adventure', 'Action', 'Science Fiction']"
1099,Sharon Maguire,Female,1960-11-28,"['Drama', 'Comedy', 'Romance']"
1100,Alejandro Amenábar,Male,1972-03-31,"['Horror', 'Drama', 'Mystery', 'Thriller', 'Science Fiction']"
1101,Gary Trousdale,Male,1960-06-08,"['Fantasy', 'Family', 'Romance', 'Adventure', 'Drama', 'Animation', 'Science Fiction']"
1102,Kirk Wise,Male,1963-08-24,"['Fantasy', 'Family', 'Romance', 'Adventure', 'Drama', 'Animation', 'Science Fiction']"
1103,Kiyoshi Kurosawa,Male,1955-07-19,"['Horror', 'Crime', 'Mystery', 'Thriller']"
1104,Shunji Iwai,Male,1963-01-24,"['Crime', 'Drama', 'Fantasy', 'Romance']"
1105,Joel Gallen,Male,,['Comedy']
1106,Richard Loncraine,Male,1946-10-20,"['Drama', 'War']"
1107,Mikael Salomon,Male,1945-02-24,"['Drama', 'War']"
1108,Tom Hanks,Male,1956-07-09,"['Comedy', 'Romance', 'Music', 'War', 'Drama']"
1109,David Leland,Male,1947-04-20,"['Drama', 'War']"
1110,Tony To,Male,,"['Drama', 'War']"
1111,Ted Demme,Male,1963-10-26,"['Crime', 'Drama']"
1112,J.B. Rogers,Male,,"['Comedy', 'Romance']"
1113,David Wain,Male,1969-08-01,['Comedy']
1114,Peter Chelsom,Male,1956-04-20,"['Comedy', 'Romance', 'Family', 'Music', 'Drama']"
1115,Robert Altman,Male,1925-02-20,"['Comedy', 'Family', 'Adventure', 'Drama', 'Action', 'Mystery', 'Thriller', 'Crime']"
